,date
8646,20150413T000000
8647,20140616T000000
8648,20140701T000000
8649,20140821T000000
8650,20140527T000000
8651,20140924T000000
8652,20140828T000000
8653,20140722T000000
8654,20150424T000000
8655,20140811T000000
8656,20140521T000000
8657,20140616T000000
8658,20150320T000000
8659,20140512T000000
8660,20140725T000000
8661,20141210T000000
8662,20140625T000000
8663,20150417T000000
8664,20140808T000000
8665,20141110T000000
8666,20150310T000000
8667,20140729T000000
8668,20140929T000000
8669,20141021T000000
8670,20141208T000000
8671,20140714T000000
8672,20140512T000000
8673,20140909T000000
8674,20140521T000000
8675,20140701T000000
8676,20150113T000000
8677,20140613T000000
8678,20141222T000000
8679,20140711T000000
8680,20150209T000000
8681,20150406T000000
8682,20140811T000000
8683,20140825T000000
8684,20140505T000000
8685,20140527T000000
8686,20150304T000000
8687,20140606T000000
8688,20141021T000000
8689,20141125T000000
8690,20140714T000000
8691,20140919T000000
8692,20150221T000000
8693,20140908T000000
8694,20140813T000000
8695,20140811T000000
8696,20141217T000000
8697,20150116T000000
8698,20141124T000000
8699,20140625T000000
8700,20140715T000000
8701,20140506T000000
8702,20140925T000000
8703,20141105T000000
8704,20150423T000000
8705,20140714T000000
8706,20150330T000000
8707,20150310T000000
8708,20150403T000000
8709,20140703T000000
8710,20150316T000000
8711,20141030T000000
8712,20150223T000000
8713,20140623T000000
8714,20140612T000000
8715,20140619T000000
8716,20140919T000000
8717,20140728T000000
8718,20150213T000000
8719,20141105T000000
8720,20150407T000000
8721,20141119T000000
8722,20140915T000000
8723,20140519T000000
8724,20140623T000000
8725,20141114T000000
8726,20150413T000000
8727,20150212T000000
8728,20141223T000000
8729,20150309T000000
8730,20150218T000000
8731,20140523T000000
8732,20140725T000000
8733,20140516T000000
8734,20150327T000000
8735,20150407T000000
8736,20150316T000000
8737,20140515T000000
8738,20141124T000000
8739,20141201T000000
8740,20141117T000000
8741,20140614T000000
8742,20150105T000000
8743,20150211T000000
8744,20140616T000000
8745,20141104T000000
8746,20141029T000000
8747,20150402T000000
8748,20150511T000000
8749,20140618T000000
8750,20141117T000000
8751,20150121T000000
8752,20150413T000000
8753,20140812T000000
8754,20140902T000000
8755,20140930T000000
8756,20140610T000000
8757,20150310T000000
8758,20141114T000000
8759,20140522T000000
8760,20150327T000000
8761,20150424T000000
8762,20140912T000000
8763,20140729T000000
8764,20140801T000000
8765,20140716T000000
8766,20140902T000000
8767,20150320T000000
8768,20140825T000000
8769,20140523T000000
8770,20150331T000000
8771,20140522T000000
8772,20140620T000000
8773,20140829T000000
8774,20140527T000000
8775,20140909T000000
8776,20140512T000000
8777,20140721T000000
8778,20150219T000000
8779,20150226T000000
8780,20140820T000000
8781,20150306T000000
8782,20140918T000000
8783,20140702T000000
8784,20140718T000000
8785,20140718T000000
8786,20140623T000000
8787,20150312T000000
8788,20141205T000000
8789,20141021T000000
8790,20140716T000000
8791,20140514T000000
8792,20150224T000000
8793,20140923T000000
8794,20141216T000000
8795,20141007T000000
8796,20150318T000000
8797,20140916T000000
8798,20140529T000000
8799,20150302T000000
8800,20141016T000000
8801,20141222T000000
8802,20141219T000000
8803,20150413T000000
8804,20140725T000000
8805,20140827T000000
8806,20150505T000000
8807,20140918T000000
8808,20141016T000000
8809,20150309T000000
8810,20141107T000000
8811,20140723T000000
8812,20140715T000000
8813,20140626T000000
8814,20140722T000000
8815,20140805T000000
8816,20141106T000000
8817,20140728T000000
8818,20141207T000000
8819,20141008T000000
8820,20140619T000000
8821,20140606T000000
8822,20150213T000000
8823,20140728T000000
8824,20150203T000000
8825,20141007T000000
8826,20140717T000000
8827,20140806T000000
8828,20140617T000000
8829,20140818T000000
8830,20140611T000000
8831,20140924T000000
8832,20141028T000000
8833,20140908T000000
8834,20150116T000000
8835,20141008T000000
8836,20140527T000000
8837,20150410T000000
8838,20140515T000000
8839,20140519T000000
8840,20140603T000000
8841,20140521T000000
8842,20140912T000000
8843,20150414T000000
8844,20140719T000000
8845,20140716T000000
8846,20150413T000000
8847,20141211T000000
8848,20140604T000000
8849,20141030T000000
8850,20150327T000000
8851,20150213T000000
8852,20141030T000000
8853,20141023T000000
8854,20140815T000000
8855,20150317T000000
8856,20150316T000000
8857,20140731T000000
8858,20150424T000000
8859,20140505T000000
8860,20150304T000000
8861,20150226T000000
8862,20150306T000000
8863,20141222T000000
8864,20150505T000000
8865,20150416T000000
8866,20150226T000000
8867,20150316T000000
8868,20141125T000000
8869,20140804T000000
8870,20140513T000000
8871,20140814T000000
8872,20141123T000000
8873,20141006T000000
8874,20140717T000000
8875,20140525T000000
8876,20150427T000000
8877,20150123T000000
8878,20150310T000000
8879,20141113T000000
8880,20140606T000000
8881,20140616T000000
8882,20150423T000000
8883,20140609T000000
8884,20140925T000000
8885,20140620T000000
8886,20141124T000000
8887,20140620T000000
8888,20150325T000000
8889,20140923T000000
8890,20150205T000000
8891,20140605T000000
8892,20141007T000000
8893,20150420T000000
8894,20141112T000000
8895,20140703T000000
8896,20150505T000000
8897,20150304T000000
8898,20140904T000000
8899,20141119T000000
8900,20140925T000000
8901,20140507T000000
8902,20140812T000000
8903,20140826T000000
8904,20150312T000000
8905,20140818T000000
8906,20141028T000000
8907,20150407T000000
8908,20141126T000000
8909,20141205T000000
8910,20150205T000000
8911,20150305T000000
8912,20150403T000000
8913,20150424T000000
8914,20140513T000000
8915,20140924T000000
8916,20140626T000000
8917,20140628T000000
8918,20140512T000000
8919,20141106T000000
8920,20140616T000000
8921,20141107T000000
8922,20141114T000000
8923,20141125T000000
8924,20141125T000000
8925,20141204T000000
8926,20140814T000000
8927,20140926T000000
8928,20150402T000000
8929,20141211T000000
8930,20150218T000000
8931,20150407T000000
8932,20140703T000000
8933,20150116T000000
8934,20140905T000000
8935,20141016T000000
8936,20140814T000000
8937,20140521T000000
8938,20140725T000000
8939,20150212T000000
8940,20140709T000000
8941,20150211T000000
8942,20141210T000000
8943,20141223T000000
8944,20150422T000000
8945,20150109T000000
8946,20141024T000000
8947,20140925T000000
8948,20140708T000000
8949,20140502T000000
8950,20141027T000000
8951,20150318T000000
8952,20150406T000000
8953,20140925T000000
8954,20141016T000000
8955,20141226T000000
8956,20150414T000000
8957,20141009T000000
8958,20150126T000000
8959,20140609T000000
8960,20140611T000000
8961,20150129T000000
8962,20141009T000000
8963,20150107T000000
8964,20140827T000000
8965,20140908T000000
8966,20141001T000000
8967,20150416T000000
8968,20140603T000000
8969,20150319T000000
8970,20141231T000000
8971,20141017T000000
8972,20140729T000000
8973,20150311T000000
8974,20150306T000000
8975,20150423T000000
8976,20150416T000000
8977,20140626T000000
8978,20141030T000000
8979,20140718T000000
8980,20140825T000000
8981,20150218T000000
8982,20140508T000000
8983,20140513T000000
8984,20150403T000000
8985,20140620T000000
8986,20140915T000000
8987,20140612T000000
8988,20141215T000000
8989,20140826T000000
8990,20141112T000000
8991,20140611T000000
8992,20150504T000000
8993,20140801T000000
8994,20140718T000000
8995,20141119T000000
8996,20140904T000000
8997,20140506T000000
8998,20150312T000000
8999,20150312T000000
9000,20140619T000000
9001,20140813T000000
9002,20150122T000000
9003,20140625T000000
9004,20141112T000000
9005,20140713T000000
9006,20150428T000000
9007,20150410T000000
9008,20150506T000000
9009,20140814T000000
9010,20140917T000000
9011,20140902T000000
9012,20150427T000000
9013,20140703T000000
9014,20150325T000000
9015,20150320T000000
9016,20140816T000000
9017,20150415T000000
9018,20140627T000000
9019,20140730T000000
9020,20150323T000000
9021,20150504T000000
9022,20141029T000000
9023,20140609T000000
9024,20141129T000000
9025,20140512T000000
9026,20140904T000000
9027,20141013T000000
9028,20150227T000000
9029,20141118T000000
9030,20141022T000000
9031,20140604T000000
9032,20140508T000000
9033,20150419T000000
9034,20141024T000000
9035,20141223T000000
9036,20140918T000000
9037,20140521T000000
9038,20150210T000000
9039,20140520T000000
9040,20150220T000000
9041,20150305T000000
9042,20150507T000000
9043,20140805T000000
9044,20140819T000000
9045,20140602T000000
9046,20140910T000000
9047,20141030T000000
9048,20140618T000000
9049,20140804T000000
9050,20150408T000000
9051,20150124T000000
9052,20141018T000000
9053,20150126T000000
9054,20140721T000000
9055,20150106T000000
9056,20140923T000000
9057,20140821T000000
9058,20150108T000000
9059,20141024T000000
9060,20150217T000000
9061,20150430T000000
9062,20150422T000000
9063,20140617T000000
9064,20141103T000000
9065,20140919T000000
9066,20150424T000000
9067,20150213T000000
9068,20141020T000000
9069,20140804T000000
9070,20150402T000000
9071,20140523T000000
9072,20141010T000000
9073,20150420T000000
9074,20150121T000000
9075,20150427T000000
9076,20140902T000000
9077,20150402T000000
9078,20150309T000000
9079,20141121T000000
9080,20140924T000000
9081,20141023T000000
9082,20141125T000000
9083,20140723T000000
9084,20140709T000000
9085,20150409T000000
9086,20150420T000000
9087,20140508T000000
9088,20140612T000000
9089,20150504T000000
9090,20140912T000000
9091,20141231T000000
9092,20150303T000000
9093,20150430T000000
9094,20140506T000000
9095,20140625T000000
9096,20140502T000000
9097,20140509T000000
9098,20140617T000000
9099,20140813T000000
9100,20140530T000000
9101,20141016T000000
9102,20150415T000000
9103,20141211T000000
9104,20150505T000000
9105,20140723T000000
9106,20140623T000000
9107,20141017T000000
9108,20141223T000000
9109,20150423T000000
9110,20150320T000000
9111,20140911T000000
9112,20140619T000000
9113,20150416T000000
9114,20150219T000000
9115,20140717T000000
9116,20141028T000000
9117,20140707T000000
9118,20140917T000000
9119,20140828T000000
9120,20150416T000000
9121,20140820T000000
9122,20140717T000000
9123,20140918T000000
9124,20141016T000000
9125,20150225T000000
9126,20150219T000000
9127,20150402T000000
9128,20141119T000000
9129,20140613T000000
9130,20150311T000000
9131,20140709T000000
9132,20150421T000000
9133,20150121T000000
9134,20141215T000000
9135,20141211T000000
9136,20140724T000000
9137,20150107T000000
9138,20140613T000000
9139,20150302T000000
9140,20150508T000000
9141,20150423T000000
9142,20141204T000000
9143,20141124T000000
9144,20141009T000000
9145,20140805T000000
9146,20141031T000000
9147,20140905T000000
9148,20150323T000000
9149,20140529T000000
9150,20140820T000000
9151,20140524T000000
9152,20140630T000000
9153,20150504T000000
9154,20140605T000000
9155,20150306T000000
9156,20150106T000000
9157,20140605T000000
9158,20140515T000000
9159,20150324T000000
9160,20150127T000000
9161,20141223T000000
9162,20150206T000000
9163,20140723T000000
9164,20140617T000000
9165,20141111T000000
9166,20140630T000000
9167,20150108T000000
9168,20140819T000000
9169,20140904T000000
9170,20150405T000000
9171,20150211T000000
9172,20140623T000000
9173,20150423T000000
9174,20150414T000000
9175,20150218T000000
9176,20140618T000000
9177,20141105T000000
9178,20141103T000000
9179,20140509T000000
9180,20140625T000000
9181,20141005T000000
9182,20140922T000000
9183,20140613T000000
9184,20141121T000000
9185,20141215T000000
9186,20150401T000000
9187,20140919T000000
9188,20141103T000000
9189,20141120T000000
9190,20140910T000000
9191,20150507T000000
9192,20140718T000000
9193,20140523T000000
9194,20140715T000000
9195,20141230T000000
9196,20140625T000000
9197,20141201T000000
9198,20141126T000000
9199,20150223T000000
9200,20150105T000000
9201,20140825T000000
9202,20140722T000000
9203,20150401T000000
9204,20140805T000000
9205,20140513T000000
9206,20141029T000000
9207,20140605T000000
9208,20150312T000000
9209,20141028T000000
9210,20141218T000000
9211,20141030T000000
9212,20140814T000000
9213,20141021T000000
9214,20150417T000000
9215,20150327T000000
9216,20140524T000000
9217,20141119T000000
9218,20150316T000000
9219,20150326T000000
9220,20140822T000000
9221,20150224T000000
9222,20150225T000000
9223,20140513T000000
9224,20140731T000000
9225,20140618T000000
9226,20140519T000000
9227,20150224T000000
9228,20141106T000000
9229,20150413T000000
9230,20150225T000000
9231,20150225T000000
9232,20141110T000000
9233,20141117T000000
9234,20150115T000000
9235,20150225T000000
9236,20141211T000000
9237,20140916T000000
9238,20150217T000000
9239,20140804T000000
9240,20141001T000000
9241,20140812T000000
9242,20150423T000000
9243,20150424T000000
9244,20140627T000000
9245,20140626T000000
9246,20150108T000000
9247,20141113T000000
9248,20140821T000000
9249,20141209T000000
9250,20140730T000000
9251,20150212T000000
9252,20140617T000000
9253,20141118T000000
9254,20150305T000000
9255,20141205T000000
9256,20140721T000000
9257,20140606T000000
9258,20140930T000000
9259,20141001T000000
9260,20150331T000000
9261,20150325T000000
9262,20140523T000000
9263,20141222T000000
9264,20150408T000000
9265,20150303T000000
9266,20140917T000000
9267,20141005T000000
9268,20140903T000000
9269,20141023T000000
9270,20150323T000000
9271,20140911T000000
9272,20140602T000000
9273,20140516T000000
9274,20150420T000000
9275,20140829T000000
9276,20141204T000000
9277,20141218T000000
9278,20140811T000000
9279,20140606T000000
9280,20140709T000000
9281,20140826T000000
9282,20141120T000000
9283,20140611T000000
9284,20141113T000000
9285,20150409T000000
9286,20140624T000000
9287,20141218T000000
9288,20140926T000000
9289,20141007T000000
9290,20140625T000000
9291,20140820T000000
9292,20150501T000000
9293,20140822T000000
9294,20141114T000000
9295,20141204T000000
9296,20140521T000000
9297,20140805T000000
9298,20140523T000000
9299,20150320T000000
9300,20150429T000000
9301,20140625T000000
9302,20141028T000000
9303,20140929T000000
9304,20140711T000000
9305,20140516T000000
9306,20141223T000000
9307,20140612T000000
9308,20140828T000000
9309,20140528T000000
9310,20140626T000000
9311,20140603T000000
9312,20150327T000000
9313,20150112T000000
9314,20140906T000000
9315,20140505T000000
9316,20150418T000000
9317,20150307T000000
9318,20150407T000000
9319,20150220T000000
9320,20141001T000000
9321,20140619T000000
9322,20150210T000000
9323,20150422T000000
9324,20150209T000000
9325,20140924T000000
9326,20140609T000000
9327,20150305T000000
9328,20140626T000000
9329,20150323T000000
9330,20140731T000000
9331,20140815T000000
9332,20141016T000000
9333,20150403T000000
9334,20141103T000000
9335,20141117T000000
9336,20140626T000000
9337,20140814T000000
9338,20150417T000000
9339,20150217T000000
9340,20141009T000000
9341,20141223T000000
9342,20140619T000000
9343,20150423T000000
9344,20141001T000000
9345,20140811T000000
9346,20140819T000000
9347,20141212T000000
9348,20150225T000000
9349,20150313T000000
9350,20140826T000000
9351,20140818T000000
9352,20141215T000000
9353,20150422T000000
9354,20150224T000000
9355,20140721T000000
9356,20141202T000000
9357,20140822T000000
9358,20150326T000000
9359,20150210T000000
9360,20140626T000000
9361,20150129T000000
9362,20141031T000000
9363,20140905T000000
9364,20141218T000000
9365,20140707T000000
9366,20140911T000000
9367,20140524T000000
9368,20141113T000000
9369,20141125T000000
9370,20150310T000000
9371,20140512T000000
9372,20150224T000000
9373,20150424T000000
9374,20150325T000000
9375,20140527T000000
9376,20140524T000000
9377,20141020T000000
9378,20150414T000000
9379,20150211T000000
9380,20150428T000000
9381,20140616T000000
9382,20150325T000000
9383,20140728T000000
9384,20150514T000000
9385,20141121T000000
9386,20140916T000000
9387,20150414T000000
9388,20140616T000000
9389,20141013T000000
9390,20150325T000000
9391,20141107T000000
9392,20140919T000000
9393,20150424T000000
9394,20150108T000000
9395,20140529T000000
9396,20150504T000000
9397,20140609T000000
9398,20150505T000000
9399,20140724T000000
9400,20141201T000000
9401,20150428T000000
9402,20150317T000000
9403,20150423T000000
9404,20140725T000000
9405,20140820T000000
9406,20140616T000000
9407,20140718T000000
9408,20140723T000000
9409,20141009T000000
9410,20141204T000000
9411,20141020T000000
9412,20150312T000000
9413,20141021T000000
9414,20150415T000000
9415,20141007T000000
9416,20150503T000000
9417,20140521T000000
9418,20150323T000000
9419,20150320T000000
9420,20150323T000000
9421,20140715T000000
9422,20140519T000000
9423,20150303T000000
9424,20140623T000000
9425,20140822T000000
9426,20150310T000000
9427,20150514T000000
9428,20140909T000000
9429,20140611T000000
9430,20150327T000000
9431,20140625T000000
9432,20141204T000000
9433,20140728T000000
9434,20141016T000000
9435,20141218T000000
9436,20140918T000000
9437,20150402T000000
9438,20150306T000000
9439,20140625T000000
9440,20150422T000000
9441,20140616T000000
9442,20150202T000000
9443,20140609T000000
9444,20141016T000000
9445,20140822T000000
9446,20140815T000000
9447,20150209T000000
9448,20150511T000000
9449,20150428T000000
9450,20140617T000000
9451,20141028T000000
9452,20141020T000000
9453,20140902T000000
9454,20140618T000000
9455,20141117T000000
9456,20140725T000000
9457,20140609T000000
9458,20150410T000000
9459,20150504T000000
9460,20150318T000000
9461,20140827T000000
9462,20150213T000000
9463,20140505T000000
9464,20140716T000000
9465,20140502T000000
9466,20150421T000000
9467,20140909T000000
9468,20140706T000000
9469,20140825T000000
9470,20141219T000000
9471,20150324T000000
9472,20141021T000000
9473,20150316T000000
9474,20150205T000000
9475,20140508T000000
9476,20140801T000000
9477,20150306T000000
9478,20141202T000000
9479,20140521T000000
9480,20150511T000000
9481,20150428T000000
9482,20150219T000000
9483,20141023T000000
9484,20150327T000000
9485,20141029T000000
9486,20150411T000000
9487,20141106T000000
9488,20140919T000000
9489,20141106T000000
9490,20140523T000000
9491,20140825T000000
9492,20141224T000000
9493,20150102T000000
9494,20150102T000000
9495,20140521T000000
9496,20150223T000000
9497,20141017T000000
9498,20141117T000000
9499,20141016T000000
9500,20140520T000000
9501,20140908T000000
9502,20141218T000000
9503,20140721T000000
9504,20150507T000000
9505,20141017T000000
9506,20150121T000000
9507,20150319T000000
9508,20141106T000000
9509,20140814T000000
9510,20150422T000000
9511,20150319T000000
9512,20140814T000000
9513,20140730T000000
9514,20140620T000000
9515,20150204T000000
9516,20141022T000000
9517,20150226T000000
9518,20150507T000000
9519,20150121T000000
9520,20150121T000000
9521,20150403T000000
9522,20150227T000000
9523,20150326T000000
9524,20150108T000000
9525,20140812T000000
9526,20150323T000000
9527,20150112T000000
9528,20140716T000000
9529,20150424T000000
9530,20141204T000000
9531,20140703T000000
9532,20141010T000000
9533,20140923T000000
9534,20140606T000000
9535,20140528T000000
9536,20140910T000000
9537,20141008T000000
9538,20141029T000000
9539,20150205T000000
9540,20140923T000000
9541,20141107T000000
9542,20140521T000000
9543,20150325T000000
9544,20140724T000000
9545,20141117T000000
9546,20140903T000000
9547,20150327T000000
9548,20140926T000000
9549,20150114T000000
9550,20140611T000000
9551,20141216T000000
9552,20150430T000000
9553,20150331T000000
9554,20150408T000000
9555,20141112T000000
9556,20140827T000000
9557,20140829T000000
9558,20150312T000000
9559,20141204T000000
9560,20150105T000000
9561,20141208T000000
9562,20150128T000000
9563,20150414T000000
9564,20150203T000000
9565,20141219T000000
9566,20141217T000000
9567,20150426T000000
9568,20140612T000000
9569,20140710T000000
9570,20140821T000000
9571,20150401T000000
9572,20140808T000000
9573,20140722T000000
9574,20140926T000000
9575,20141008T000000
9576,20140701T000000
9577,20140612T000000
9578,20141117T000000
9579,20140811T000000
9580,20141229T000000
9581,20140818T000000
9582,20140523T000000
9583,20141020T000000
9584,20141114T000000
9585,20140523T000000
9586,20140916T000000
9587,20141204T000000
9588,20140801T000000
9589,20140826T000000
9590,20150224T000000
9591,20150311T000000
9592,20150320T000000
9593,20140827T000000
9594,20150505T000000
9595,20141113T000000
9596,20140626T000000
9597,20150204T000000
9598,20140701T000000
9599,20141206T000000
9600,20140811T000000
9601,20150305T000000
9602,20141028T000000
9603,20140902T000000
9604,20140721T000000
9605,20140922T000000
9606,20140822T000000
9607,20140820T000000
9608,20140814T000000
9609,20140717T000000
9610,20141117T000000
9611,20150425T000000
9612,20140520T000000
9613,20140611T000000
9614,20150423T000000
9615,20140708T000000
9616,20150205T000000
9617,20150105T000000
9618,20150324T000000
9619,20150406T000000
9620,20140821T000000
9621,20141124T000000
9622,20140826T000000
9623,20140616T000000
9624,20150331T000000
9625,20150415T000000
9626,20140922T000000
9627,20141217T000000
9628,20141021T000000
9629,20140703T000000
9630,20141103T000000
9631,20141009T000000
9632,20150304T000000
9633,20150409T000000
9634,20140915T000000
9635,20140731T000000
9636,20150504T000000
9637,20140917T000000
9638,20141223T000000
9639,20150323T000000
9640,20140507T000000
9641,20150112T000000
9642,20140821T000000
9643,20140916T000000
9644,20140515T000000
9645,20140807T000000
9646,20150331T000000
9647,20140718T000000
9648,20140604T000000
9649,20150310T000000
9650,20141208T000000
9651,20140903T000000
9652,20141030T000000
9653,20140617T000000
9654,20141121T000000
9655,20140614T000000
9656,20150430T000000
9657,20141231T000000
9658,20141008T000000
9659,20150423T000000
9660,20140703T000000
9661,20140502T000000
9662,20140623T000000
9663,20150326T000000
9664,20141022T000000
9665,20140813T000000
9666,20150218T000000
9667,20140709T000000
9668,20140912T000000
9669,20140911T000000
9670,20140722T000000
9671,20150313T000000
9672,20140528T000000
9673,20141006T000000
9674,20150206T000000
9675,20141117T000000
9676,20140620T000000
9677,20140523T000000
9678,20140515T000000
9679,20140529T000000
9680,20140811T000000
9681,20140624T000000
9682,20141014T000000
9683,20140826T000000
9684,20150218T000000
9685,20141013T000000
9686,20140620T000000
9687,20141218T000000
9688,20140624T000000
9689,20140514T000000
9690,20141104T000000
9691,20140709T000000
9692,20140625T000000
9693,20150505T000000
9694,20141122T000000
9695,20140624T000000
9696,20141202T000000
9697,20150330T000000
9698,20150127T000000
9699,20150107T000000
9700,20140819T000000
9701,20150430T000000
9702,20150421T000000
9703,20150422T000000
9704,20150223T000000
9705,20141107T000000
9706,20150324T000000
9707,20140626T000000
9708,20141030T000000
9709,20150331T000000
9710,20140917T000000
9711,20140730T000000
9712,20150424T000000
9713,20140909T000000
9714,20150405T000000
9715,20150112T000000
9716,20150316T000000
9717,20140815T000000
9718,20140717T000000
9719,20141023T000000
9720,20150223T000000
9721,20150507T000000
9722,20140725T000000
9723,20141210T000000
9724,20140821T000000
9725,20150429T000000
9726,20150407T000000
9727,20150417T000000
9728,20140618T000000
9729,20140505T000000
9730,20140825T000000
9731,20140527T000000
9732,20150420T000000
9733,20141008T000000
9734,20140602T000000
9735,20140818T000000
9736,20140724T000000
9737,20150217T000000
9738,20141007T000000
9739,20140917T000000
9740,20150310T000000
9741,20140521T000000
9742,20150416T000000
9743,20140724T000000
9744,20141203T000000
9745,20140721T000000
9746,20140807T000000
9747,20150513T000000
9748,20140722T000000
9749,20150417T000000
9750,20140703T000000
9751,20150115T000000
9752,20141119T000000
9753,20140605T000000
9754,20150108T000000
9755,20140505T000000
9756,20140923T000000
9757,20150213T000000
9758,20140702T000000
9759,20141215T000000
9760,20140701T000000
9761,20140726T000000
9762,20150204T000000
9763,20140701T000000
9764,20140725T000000
9765,20150330T000000
9766,20150512T000000
9767,20140506T000000
9768,20150108T000000
9769,20141107T000000
9770,20140711T000000
9771,20141015T000000
9772,20140905T000000
9773,20150222T000000
9774,20150428T000000
9775,20140826T000000
9776,20140902T000000
9777,20140925T000000
9778,20150217T000000
9779,20140521T000000
9780,20140604T000000
9781,20150317T000000
9782,20140714T000000
9783,20150304T000000
9784,20150402T000000
9785,20141208T000000
9786,20150415T000000
9787,20141121T000000
9788,20140919T000000
9789,20141020T000000
9790,20140711T000000
9791,20140604T000000
9792,20141110T000000
9793,20140801T000000
9794,20140509T000000
9795,20140709T000000
9796,20140521T000000
9797,20140825T000000
9798,20140820T000000
9799,20140806T000000
9800,20140702T000000
9801,20150425T000000
9802,20150126T000000
9803,20150316T000000
9804,20141218T000000
9805,20141021T000000
9806,20150413T000000
9807,20150401T000000
9808,20150513T000000
9809,20140612T000000
9810,20140528T000000
9811,20141105T000000
9812,20140813T000000
9813,20141022T000000
9814,20141210T000000
9815,20141006T000000
9816,20140915T000000
9817,20140714T000000
9818,20140603T000000
9819,20150107T000000
9820,20140509T000000
9821,20141110T000000
9822,20141007T000000
9823,20140813T000000
9824,20140923T000000
9825,20150320T000000
9826,20140926T000000
9827,20141028T000000
9828,20150114T000000
9829,20141029T000000
9830,20150217T000000
9831,20150105T000000
9832,20150325T000000
9833,20140619T000000
9834,20150408T000000
9835,20140523T000000
9836,20140514T000000
9837,20140602T000000
9838,20141106T000000
9839,20141202T000000
9840,20150115T000000
9841,20140528T000000
9842,20140626T000000
9843,20150305T000000
9844,20140630T000000
9845,20140929T000000
9846,20140919T000000
9847,20140905T000000
9848,20141121T000000
9849,20140721T000000
9850,20150106T000000
9851,20140919T000000
9852,20141023T000000
9853,20140820T000000
9854,20150206T000000
9855,20141105T000000
9856,20150514T000000
9857,20141126T000000
9858,20150422T000000
9859,20141009T000000
9860,20140520T000000
9861,20150409T000000
9862,20141202T000000
9863,20140929T000000
9864,20150224T000000
9865,20140908T000000
9866,20150429T000000
9867,20141015T000000
9868,20140723T000000
9869,20141028T000000
9870,20140725T000000
9871,20150511T000000
9872,20140905T000000
9873,20141205T000000
9874,20150421T000000
9875,20140509T000000
9876,20140925T000000
9877,20140710T000000
9878,20140530T000000
9879,20141229T000000
9880,20140814T000000
9881,20140626T000000
9882,20150218T000000
9883,20141118T000000
9884,20150316T000000
9885,20140623T000000
9886,20140825T000000
9887,20140714T000000
9888,20140923T000000
9889,20150330T000000
9890,20150206T000000
9891,20140606T000000
9892,20150318T000000
9893,20150311T000000
9894,20141113T000000
9895,20140709T000000
9896,20140926T000000
9897,20141006T000000
9898,20141027T000000
9899,20140620T000000
9900,20140910T000000
9901,20150407T000000
9902,20140515T000000
9903,20140630T000000
9904,20140911T000000
9905,20140822T000000
9906,20141020T000000
9907,20140814T000000
9908,20141015T000000
9909,20140717T000000
9910,20141204T000000
9911,20140624T000000
9912,20150411T000000
9913,20140617T000000
9914,20140721T000000
9915,20150501T000000
9916,20150312T000000
9917,20141023T000000
9918,20140903T000000
9919,20140606T000000
9920,20141215T000000
9921,20140807T000000
9922,20150406T000000
9923,20141210T000000
9924,20140826T000000
9925,20140505T000000
9926,20140813T000000
9927,20141119T000000
9928,20150306T000000
9929,20150417T000000
9930,20150326T000000
9931,20140708T000000
9932,20150407T000000
9933,20150112T000000
9934,20140731T000000
9935,20140925T000000
9936,20150105T000000
9937,20141015T000000
9938,20141014T000000
9939,20150217T000000
9940,20140702T000000
9941,20150209T000000
9942,20140808T000000
9943,20140724T000000
9944,20141022T000000
9945,20150305T000000
9946,20150205T000000
9947,20140708T000000
9948,20141125T000000
9949,20140819T000000
9950,20150417T000000
9951,20150421T000000
9952,20140612T000000
9953,20150420T000000
9954,20141121T000000
9955,20140725T000000
9956,20150325T000000
9957,20150323T000000
9958,20140911T000000
9959,20141107T000000
9960,20150427T000000
9961,20150313T000000
9962,20150218T000000
9963,20141007T000000
9964,20141215T000000
9965,20140821T000000
9966,20140703T000000
9967,20141120T000000
9968,20141117T000000
9969,20141124T000000
9970,20140908T000000
9971,20141231T000000
9972,20141020T000000
9973,20140724T000000
9974,20140811T000000
9975,20150403T000000
9976,20141031T000000
9977,20140715T000000
9978,20140620T000000
9979,20141106T000000
9980,20150512T000000
9981,20140709T000000
9982,20140708T000000
9983,20140619T000000
9984,20150129T000000
9985,20150323T000000
9986,20150102T000000
9987,20150324T000000
9988,20140506T000000
9989,20150330T000000
9990,20141122T000000
9991,20140519T000000
9992,20150324T000000
9993,20140701T000000
9994,20150310T000000
9995,20141204T000000
9996,20150325T000000
9997,20150220T000000
9998,20140924T000000
9999,20150128T000000
10000,20140916T000000
10001,20140519T000000
10002,20140623T000000
10003,20150124T000000
10004,20141118T000000
10005,20140831T000000
10006,20140610T000000
10007,20140602T000000
10008,20140515T000000
10009,20150323T000000
10010,20150105T000000
10011,20150421T000000
10012,20150429T000000
10013,20150320T000000
10014,20150330T000000
10015,20140804T000000
10016,20150211T000000
10017,20140507T000000
10018,20150505T000000
10019,20140801T000000
10020,20140904T000000
10021,20141024T000000
10022,20150504T000000
10023,20141120T000000
10024,20150211T000000
10025,20141111T000000
10026,20150501T000000
10027,20140610T000000
10028,20150416T000000
10029,20150305T000000
10030,20140505T000000
10031,20150223T000000
10032,20140828T000000
10033,20141105T000000
10034,20150414T000000
10035,20140826T000000
10036,20150202T000000
10037,20150415T000000
10038,20140812T000000
10039,20150127T000000
10040,20140701T000000
10041,20150217T000000
10042,20140714T000000
10043,20150226T000000
10044,20141120T000000
